Date/Time,Location,Race,Gender,IDOT Classification,Reason for Stop,Citations/Violations,Disposition,Search
2/23/2018 7:10 PM,1100 E 55th,Caucasian,Male,Lane Violation,Improper U-Turn,N/A,Verbal Warning,No
2/23/2018 8:20 PM,5300 S Cornell,African American,Female,Equipment,No headlights when required,N/A,Verbal Warning,No
2/24/2018 2:42 AM,5700 S Lake Park,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
2/24/2018 10:03 AM,5500 S Ellis,African American,Female,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
2/24/2018 12:56 PM,5300 S Lake Park,Caucasian,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
2/24/2018 5:29 PM,5436 S Hyde Park,African American,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
2/25/2018 2:37 AM,5100 S Cottage Grove,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,Two citations issued,Citation issued,No
2/25/2018 9:21 AM,5500 S Lake Park,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
2/25/2018 3:33 PM,5700 S Kimbark,Caucasian,Female,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
2/25/2018 8:30 PM,1203 E 57th,African American,Female,Equipment,No headlights when required,N/A,Verbal Warning,No
2/25/2018 9:44 PM,5300 S Harper,Hispanic,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
2/26/2018 2:11 PM,5500 S Cottage Grove,African American,Female,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
2/26/2018 2:11 PM,5900 S Cottage Grove,Caucasian,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
2/26/2018 4:09 PM,5500 Kimbark,African American,Female,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
2/26/2018 8:06 PM,5500 Cornell,Asian,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
2/26/2018 9:03 PM,5500 Kimbark,African American,Male,Seatbelt,Failure to secure child in seat,N/A,Verbal Warning,No
2/27/2018 8:41 AM,1155 E Midway Plaisance,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
2/27/2018 9:08 AM,1116 E Midway Plaisance,African American,Female,Speed,Speeding,N/A,Verbal Warning,No
2/27/2018 8:01 PM,5135 Blackstone,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
2/27/2018 8:31 PM,5400 Lake Park,Hispanic,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
2/27/2018 8:56 PM,6211 Woodlawn,Hispanic,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
2/27/2018 10:05 PM,5800 Ellis,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
2/27/2018 10:32 PM,5500 Harper,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
2/28/2018 2:11 AM,5500 Lake Park,Asian,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
2/28/2018 1:56 PM,5500 S Lake Park,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
2/28/2018 3:21 PM,5500 S Ellis,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
2/28/2018 5:39 PM,5400 S Cottage Grove,African American,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
2/28/2018 9:58 PM,5700 S University,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
2/28/2018 10:19 PM,6240 S Stony Island,African American,Male,License plate/registration,Vehicle missing license plates,N/A,Verbal Warning,No
3/1/2018 1:58 PM,5200 S Lake Park,African American,Female,Lane Violation,Wrong way on one way road,N/A,Verbal Warning,No
3/1/2018 2:23 PM,6500 S Stony Island,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,One citation issued,Citation issued,No
3/1/2018 9:53 PM,5700 S Dorchester,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/1/2018 10:54 PM,5500 S Woodlawn,Caucasian,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/2/2018 5:23 PM,5600 S Everett,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/2/2018 9:30 PM,6300 Cottage Grove,African American,Female,Equipment,Driving without headlights or tail lights,N/A,Verbal Warning,No
3/2/2018 9:32 PM,1124 E 54th,African American,Male,Lane Violation,Wrong way on one way road,N/A,Verbal Warning,No
3/2/2018 10:19 PM,5000 S Woodlawn,Asian,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/3/2018 12:35 AM,5700 Hyde Park,Hispanic,Male,Traffic sign/signal,Ran stop sign,N/A,Verbal Warning,No
3/3/2018 1:22 AM,1000 Midway Plaisance,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
3/3/2018 1:41 AM,5530 Lake Park,African American,Male,Lane Violation,Illegal turn,N/A,Verbal Warning,No
3/3/2018 4:52 PM,5500 S Lake Park,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/3/2018 7:38 PM,5300 S Ingleside,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/3/2018 7:42 PM,6300 S Kenwood,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/4/2018 11:48 AM,5500 S Lake Park,African American,Female,Lane Violation,Right turn in front of CTA bus,N/A,Verbal Warning,No
3/4/2018 2:38 PM,1225 E 55th St,African American,Female,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,Two citations issued,Citation issued,No
3/4/2018 4:55 PM,5300 S University,Hispanic,Female,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
3/4/2018 9:13 PM,1360 E 57th,Caucasian,Male,Lane Violation,Wrong way on one way road,N/A,Verbal Warning,No
3/4/2018 10:58 PM,5300 Greenwood,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/7/2018 10:22 AM,1326 E 53rd,African American,Female,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/7/2018 2:07 PM,6200 S Stony Island,African American,Female,Traffic sign/signal,Ran red light,N/A,Verbal Warning,No
3/7/2018 2:49 PM,5300 S Ellis,African American,Female,Lane Violation,Wrong way on one way road,Two citations issued,Citation issued,No
3/7/2018 4:10 PM,1200 E 47th,African American,Male,Traffic Sign/Signal,Ran stop sign,Two citations issued,Citation issued,Yes
3/7/2018 7:58 PM,5100 Cornell,Caucasian,Female,Equipment,Driving without headlights,N/A,Verbal Warning,No
3/7/2018 10:46 PM,5600 Dorchester,African American,Female,Lane Violation,Wrong way on one way road,N/A,Verbal Warning,No
3/8/2018 1:41 PM,5416 S Cornell,Caucasian,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/8/2018 7:33 PM,5800 Stony Island,African American,Female,Equipment,Driving without headlights,N/A,Verbal Warning,No
3/8/2018 8:38 PM,5700 Harper,Caucasian,Female,Equipment,Driving without headlights,N/A,Verbal Warning,No
3/8/2018 9:42 PM,5100 Woodlawn,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/8/2018 10:24 PM,Midway Plaisance and Dorchester,Caucasian,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/9/2018 10:58 AM,5500 S. Dorchester,African American,Female,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
3/9/2018 5:05 PM,6300 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/9/2018 9:35 PM,5400 S. Kimbark,Caucasian,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
3/9/2018 10:38PM,5300 S. Greenwood,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
3/9/2018 11:43 PM,5500 S. Ellis,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
3/10/2018 3:09 AM,5100 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
3/10/2018 12:34 PM,5100 S. Dorchester,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
3/10/2018 2:46 PM,5100 S. University,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
3/10/2018 4:59 PM,6300 S. Woodalwn,African American,Male,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
3/10/2018 9:19 PM,5500 S. Hyde Park Blvd,Caucasian,Female,Equipment,No headlights when required,N/A,Verbal Warning,No
3/10/2018 10:16 PM,5100 S. Kenwood,African American,Male,Traffic sign/signal,Disobeyed traffic control device,Two citations issued,Citations issued,No
3/10/2018 10:51 PM,5500 S. Lake Park,African American,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
3/11/2018 1:35 AM,5400 S. Drexel,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
3/11/2018 3:15 AM,5495 S. Hyde Park Blvd,African American,Male,Traffic sign/signal,Disobeyed traffic control device,Two citations issued,Citations issued,No
3/11/2018 4:24 AM,6300 S. Ellis,African American,Female,Equipment,No headlights when required,N/A,Verbal Warning,No
3/11/2018 12:04 PM,5600 S. Stony Island,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
3/11/2018 12:39 PM,5800 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
3/11/2018 12:44 PM,6000 S. Woodlawn,Hispanic,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
3/11/2018 3:55 PM,5500 S. Cottage Grove,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/11/2018 7:47 PM,5500 S. Ingleside,African American,Male,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
3/11/2018 8:15 PM,1323 E. 63rd Street,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/11/2018 8:32 PM,5500 S. Shore Drive,Hispanic,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
3/11/2018 8:48 PM,6300 S. Ellis,African American,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
3/11/2018 9:35 PM,5600 S. Woodalwn,African American,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
3/11/2018 9:49 PM,1400 E. 55th Street,African American,Female,Equipment,No headlights when required,N/A,Verbal Warning,No
3/12/2018 8:34 AM,6100 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/12/2018 12:35 PM,1450 E. 55th Street,Caucasian,Male,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
3/12/2018 2:00 PM,5300 S. Lake Park,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
3/12/2018 7:07 PM,1613 E. 53rd Street,African American,Male,Traffic sign/signal,Ran stop sign,One citation issued,Citation issued,No
3/12/2018 8:20 PM,5100 S. Woodlawn,African American,Male,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
3/12/2018 8:24 PM,5200 S. Blackstone,African American,Male,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
3/12/2018 9:44 PM,6200 S. Kimbark,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/12/2018 10:59 PM,5100 S. Cottage Grove,African American,Female,License plate/registration,Invalid registration,N/A,Verbal Warning,No
3/12/2018 11:37 PM,5500 S. University,African American,Male,Moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
3/12/2018 11:37 PM,6400 South Stony Island,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
3/13/2018 10:53 AM,54th and S Dorchester,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/13/2018 11:20 AM,54th and S Dorchester,Caucasian,Female,Traffic sign/signal,Ran stop sign,N/A,Verbal Warning,No
3/13/2018 4:12 PM,6300 S Ingleside,African American,Male,Lane Violation,Improper passing,,Citation issued,No
3/13/2018 4:24 PM,5300 S Greenwood,African American,Female,Traffic sign/signal,Ran stop sign,N/A,Verbal Warning,No
3/13/2018 4:46 PM,54th and S Dorchester,African American,Male,Traffic sign/signal,Ran stop sign,N/A,Verbal Warning,No
3/13/2018 5:07 PM,5500 S Ellis,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/13/2018 5:32 PM,54th and S Dorchester,Hispanic,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/13/2018 8:08 PM,5300 Harper,African American,Male,License plate/registration,Driving without license plates,N/A,Verbal Warning,No
3/13/2018 8:41 PM,5900 Dorchester,African American,Female,Traffic Sign/Signal,Ran stop sign,One citation issued,Citation issued,No
3/13/2018 9:28 PM,6000 Ellis,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/14/2018 12:01 AM,5500 Blackstone,Caucasian,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/14/2018 12:21 AM,5900 Woodlawn,African American,Female,Traffic Sign/Signal,Ran red light,One citation issued,Citation issued,No
3/14/2018 10:43 AM,6400 S Cottage Grove,Caucasian,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
3/14/2018 12:27 PM,5500 S Cottage Grove,African American,Male,Lane Violation,Improper passing,N/A,Verbal Warning,No
3/14/2018 2:00 PM,5100 S Hyde Park,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/14/2018 2:27 PM,1554 E 55th,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/14/2018 8:36 PM,6300 S Greenwood,African American,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
3/15/2018 9:53 AM,5500 S Kenwood,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/15/2018 3:02 PM,5100 S Drexel,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/15/2018 3:09 PM,6100 S Stony Island,African American,Female,Traffic Sign/Signal,Disobeyed traffic control device,Two citations issued,Citation issued,No
3/15/2018 8:47 PM,5100 S Greenwood,African American,Male,Traffic Sign/Signal,Ran red light,Two citations issued,Citations issued,No
3/15/2018 10:19 PM,5418 S Woodlawn,African American,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
3/16/2018 4:28 PM,5446 S Dorchester,African American,Male,Moving Violation - Other,Using cell phone while driving,Two citations issued,Citation issued,No
3/16/2018 7:50 PM,5200 Ingleside,Caucasian,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/16/2018 9:04 PM,5600 Dorchester,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/16/2018 9:58 PM,5600 Everett,African American,Male,Lane Violation,Wrong way on one way road,Two citations issued,Citation issued,No
3/16/2018 10:41 PM,5400 Ingleside,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/17/2018 2:58 AM,5400 Woodlawn,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/17/2018 9:18 AM,5300 S Drexel,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/17/2018 11:13 AM,5129 S Ingleside,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/17/2018 8:18 PM,1412 E 53rd,Caucasian,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
3/17/2018 2:51 PM,5303 S Hyde Park,Caucasian,Male,Traffic Sign/Signal,Ran stop sign,One citation issued,Citation issued,No
3/17/2018 3:47 PM,5500 S University,Caucasian,Male,Lane Violation,Wrong way on one way road,N/A,Verbal Warning,No
3/17/2018 8:47 PM,5700 Blackstone,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/18/2018 10:35 AM,1332 E 55th,Hispanic,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/18/2018 10:58 AM,1332 E 55th,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/18/2018 11:26 AM,1400 E Midway Plaisance,African American,Female,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/18/2018 11:34 AM,5120 S Blackstone,African American,Female,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/18/2018 11:40 AM,6100 S Blackstone,African American,Female,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/18/2018 11:42 AM,1527 E 55th,Asian,Female,Lane Violation,Illegal turn,N/A,Verbal Warning,No
3/18/2018 3:38 PM,1400 E Midway Plaisance,African American,Male,Lane Violation,Wrong way on one way road,N/A,Verbal Warning,No
3/18/2018 5:04 PM,1400 E Midway Plaisance,Asian,Female,Lane Violation,Wrong way on one way road,N/A,Verbal Warning,No
3/18/2018 8:54 PM,6000 Cottage Grove,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/18/2018 10:52 PM,6100 Ellis,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/19/2018 1:16 AM,5100 Dorchester,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/19/2018 1:44 AM,1601 E 55th,African American,Female,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/19/2018 11:19 AM,5400 S Kimbark,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
3/19/2018 9:24 PM,802 E 58th,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/19/2018 10:14 PM,5500 S Harper,African American,Female,Lane Violation,Improper U-Turn,N/A,Verbal Warning,No
3/19/2018 10:58 PM,5700 S Hyde Park Blvd,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/19/2018 11:31 PM,5300 S Dorchester,Asian,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
3/20/2018 12:37 AM,5721 S Maryland,African American,Male,Traffic Sign/Signal,Ran red light,Two citations issued,Citations issued,No
3/20/2018 10:54 PM,5123 S Cornell,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/21/2018 12:30 AM,5501 S Hyde Park Blvd,African American,Male,Traffic sign/signal,Ran stop sign,N/A,Verbal Warning,No
3/21/2018 4:10 PM,1312 E 55th,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/21/2018 4:42 PM,5500 S Ellis,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
3/21/2018 7:19 PM,6100 S Ellis,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/21/2018 8:22 PM,6200 S Woodlawn,African American,Female,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
3/22/2018 10:25 AM,5526 S Lake Park,African American,Male,Moving Violation - Other,Failure to yield,N/A,Verbal Warning,No
3/22/2018 11:09 AM,1322 E 53rd,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,Yes
3/22/2018 2:30 PM,5200 S Cornell,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
